source_gt,program,code,name_th,name_en,year,semester,pages
DSBA coop (academic_plan_coop),DSBA,90644042,การสื่อสารและการนำเสนออย่างมืออาชีพ,"PROFESSIONAL COMMUNICATION AND
PRESENTATION",3,1,14;25;32;135;216;256;257;274;351
DSBA coop (academic_plan_coop),DSBA,06026213,ระบบข้อมูลมหัต,BIG DATA SYSTEMS,3,2,16;26;67;322
DSBA coop (academic_plan_coop),DSBA,06026214,โครงงานวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ 1,"PROJECT IN DATA SCIENCE AND BUSINESS
ANALYTICS 1",3,2,17;26;33;67;322;323;352
DSBA coop (academic_plan_coop),DSBA,06026xxx,"วิชาเลือกกลุ่มวิทยาการข้อมูล 3
วิชาเลือกกลุ่มการวิเคราะห์เชิงสถิติ 3
วิชาเลือกกลุ่มวิศวกรรมข้อมูล 3","ELECTIVE IN DATA SCIENCE 3
ELECTIVE IN STATISTICAL ANALYTICS 3
ELECTIVE IN DATA ENGINEERING 3",3,2,25;26;27;32
DSBA coop (academic_plan_coop),DSBA,06026xxx,"วิชาเลือกกลุ่มวิทยาการข้อมูล 4
วิชาเลือกกลุ่มการวิเคราะห์เชิงสถิติ 4
วิชาเลือกกลุ่มวิศวกรรมข้อมูล 4","ELECTIVE IN DATA SCIENCE 4
ELECTIVE IN STATISTICAL ANALYTICS 4
ELECTIVE IN DATA ENGINEERING 4",3,2,25;26;27;32
DSBA coop (academic_plan_coop),DSBA,06066100,การบริหารโครงการเทคโนโลยีสารสนเทศ,"INFORMATION TECHNOLOGY PROJECT
MANAGEMENT",3,2,15;26;33;71;351
DSBA coop (academic_plan_coop),DSBA,90643021,ผู้ประกอบการสมัยใหม่,MODERN ENTREPRENEURS,3,2,14;26;33;132;199;253;255;256;351
DSBA coop (academic_plan_coop),DSBA,06026215,โครงงานวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ 2,"PROJECT IN DATA SCIENCE AND BUSINESS
ANALYTICS 2",4,1,17;27;34;67;323;352
DSBA coop (academic_plan_coop),DSBA,9064xxxx,วิชาเลือกหมวดวิชาศึกษาทั่วไป,ELECTIVE IN GENERAL EDUCATION,4,1,351
DSBA coop (academic_plan_coop),DSBA,xxxxxxxx,วิชาเลือกเสรี 1,FREE ELECTIVE COURSE 1,4,1,
DSBA coop (academic_plan_coop),DSBA,xxxxxxxx,วิชาเลือกเสรี 2,FREE ELECTIVE COURSE 2,4,1,
DSBA coop (academic_plan_coop),DSBA,06026259 หรือ 06026260,"สหกิจศึกษาทางวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ
สหกิจศึกษาต่างประเทศทางวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ","COOPERATIVE EDUCATION IN DATA
SCIENCE AND BUSINESS ANALYTICS
OVERSEA COOPERATIVE EDUCATION IN DATA
SCIENCE AND BUSINESS ANALYTICS",4,2,
DSBA coop (academic_plan_coop),DSBA,06026216,ปัญญาประดิษฐ์,ARTIFICIAL INTELLIGENCE,,,17;323;352
DSBA coop (academic_plan_coop),DSBA,06026217,การเรียนรู้ของเครื่อง,MACHINE LEARNING,,,17;324;352
DSBA coop (academic_plan_coop),DSBA,06026218,การเรียนรู้เชิงลึก,DEEP LEARNING,,,17;67;324;352
DSBA coop (academic_plan_coop),DSBA,06026219,การประมวลผลภาษาธรรมชาติ,NATURAL LANGUAGE PROCESSING,,,17;67;324;352
DSBA coop (academic_plan_coop),DSBA,06026220,การทำเหมืองข้อมูลกระบวนการ,PROCESS MINING,,,17;67;325;352
DSBA coop (academic_plan_coop),DSBA,06026221,การค้นคืนสารสนเทศ,INFORMATION RETRIEVAL,,,17;67;325;352
DSBA coop (academic_plan_coop),DSBA,06026222,คอมพิวเตอร์วิชัน,COMPUTER VISION,,,17;326;352
DSBA coop (academic_plan_coop),DSBA,06026223,การประมวลผลภาพ,IMAGE PROCESSING,,,17;326;352
DSBA coop (academic_plan_coop),DSBA,06026224,การแปลงข้อมูลและการรู้จำรูปภาพ,IMAGE TRANSFORMATION AND RECOGNITION,,,17;67;326;352
DSBA coop (academic_plan_coop),DSBA,06026225,การเรียนรู้เชิงลึกสำหรับการวิเคราะห์ภาพและวิดีโอทางการแพทย์,"DEEP LEARNING IN MEDICAL IMAGE AND VIDEO
ANALYSIS",,,17;68;327;352
DSBA coop (academic_plan_coop),DSBA,06026226,หัวข้อพิเศษทางวิทยาการข้อมูล 1,SPECIAL TOPICS IN DATA SCIENCE 1,,,17;327;352
DSBA coop (academic_plan_coop),DSBA,06026227,หัวข้อพิเศษทางวิทยาการข้อมูล 2,SPECIAL TOPICS IN DATA SCIENCE 2,,,17;68;328;352
DSBA coop (academic_plan_coop),DSBA,06026228,ปฏิบัติการพิเศษทางวิทยาการข้อมูล 1,SPECIAL WORKSHOP IN DATA SCIENCE 1,,,18;68;328;353
DSBA coop (academic_plan_coop),DSBA,06026229,ปฏิบัติการพิเศษทางวิทยาการข้อมูล 2,SPECIAL WORKSHOP IN DATA SCIENCE 2,,,18;68;328;353
DSBA coop (academic_plan_coop),DSBA,06026230,อนุกรมเวลาและการพยากรณ์,TIME SERIES AND FORECASTING,,,18;328;353
DSBA coop (academic_plan_coop),DSBA,06026231,สถิติเชิงเบย์,BAYESIAN STATISTICS,,,18;329;353
DSBA coop (academic_plan_coop),DSBA,06026232,กระบวนการสโตแคสติกเบื้องต้น,INTRODUCTION TO STOCHASTIC PROCESS,,,18;329;353
DSBA coop (academic_plan_coop),DSBA,06026233,การวิเคราะห์ข้อมูลหลายตัวแปร,MULTIVARIATE DATA ANALYSIS,,,18;68;329;353
DSBA coop (academic_plan_coop),DSBA,06026234,การออกแบบการทดลอง,EXPERIMENTAL DESIGN,,,18;330;353
DSBA coop (academic_plan_coop),DSBA,06026235,หัวข้อพิเศษทางการวิเคราะห์เชิงสถิติ 1,SPECIAL TOPICS IN STATISTICAL ANALYTICS 1,,,18;68;330;353
DSBA coop (academic_plan_coop),DSBA,06026236,หัวข้อพิเศษทางการวิเคราะห์เชิงสถิติ 2,SPECIAL TOPICS IN STATISTICAL ANALYTICS 2,,,18;68;330;353
DSBA coop (academic_plan_coop),DSBA,06026237,ปฏิบัติการพิเศษทางการวิเคราะห์เชิงสถิติ 1,SPECIAL WORKSHOP IN STATISTICAL ANALYTICS 1,,,18;331;353
DSBA coop (academic_plan_coop),DSBA,06026238,ปฏิบัติการพิเศษทางการวิเคราะห์เชิงสถิติ 2,SPECIAL WORKSHOP IN STATISTICAL ANALYTICS 2,,,18;69;331;353
DSBA coop (academic_plan_coop),DSBA,06026239,สถิาปัตยกรรมข้อมูลแบบไปป์ไลน์,DATA PIPELINE ARCHITECTURE,,,18;331;353
DSBA coop (academic_plan_coop),DSBA,06026240,การพัฒนาระบบอัจฉริยะ,INTELLIGENT SYSTEM DEVELOPMENT,,,18;332;353
DSBA coop (academic_plan_coop),DSBA,06026241,การดำเนินงานการเรียนรู้ของเครื่อง,MACHINE LEARNING OPERATIONS,,,18;69;332;353
DSBA coop (academic_plan_coop),DSBA,06026242,โครงสร้างพื้นฐานด้านเทคโนโลยีกลุ่มเมฆ,CLOUD TECHNOLOGY INFRASTRUCTURE,,,18;332;353
DSBA coop (academic_plan_coop),DSBA,06026243,ระบบฐานข้อมูลขั้นสูง,ADVANCED DATABASE SYSTEMS,,,19;333;353
DSBA coop (academic_plan_coop),DSBA,06026244,การดูแลและบำรุงรักษาระบบฐานข้อมูล,"DATABASE SYSTEM MAINTENANCE AND
ADMINISTRATION",,,19;333
DSBA coop (academic_plan_coop),DSBA,06026245,ระบบข้อมูลแบบกระจาย,DISTRIBUTED DATABASE SYSTEMS,,,19;334;353
DSBA coop (academic_plan_coop),DSBA,06026246,หัวข้อพิเศษทางวิศวกรรมข้อมูล 1,SPECIAL TOPICS IN DATA ENGINEERING 1,,,19;69;334;353
DSBA coop (academic_plan_coop),DSBA,06026247,หัวข้อพิเศษทางวิศวกรรมข้อมูล 2,SPECIAL TOPICS IN DATA ENGINEERING 2,,,19;69;334;353
DSBA coop (academic_plan_coop),DSBA,06026248,ปฏิบัติการพิเศษทางวิศวกรรมข้อมูล 1,SPECIAL WORKSHOP IN DATA ENGINEERING 1,,,19;335;353
DSBA coop (academic_plan_coop),DSBA,06026249,ปฏิบัติการพิเศษทางวิศวกรรมข้อมูล 2,SPECIAL WORKSHOP IN DATA ENGINEERING 2,,,19;69;335;353
DSBA coop (academic_plan_coop),DSBA,06026250,วิทยาการข้อมูลสำหรับธุรกิจ,DATA SCIENCE FOR BUSINESS,,,19;70;335;353
DSBA coop (academic_plan_coop),DSBA,06026251,บัญชีการเงิน,FINANCIAL ACCOUNTING,,,19;336;353
DSBA coop (academic_plan_coop),DSBA,06026252,การวิเคราะห์ด้านการเงิน,FINANCIAL ANALYTICS,,,19;70;336;354
DSBA coop (academic_plan_coop),DSBA,06026253,การวิเคราะห์ด้านการตลาด,MARKETING ANALYTICS,,,19;70;336;354
DSBA coop (academic_plan_coop),DSBA,06026254,เทคโนโลยีสุขภาพสนเทศศาสตร์เบื้องต้น,INTRODUCTION TO HEALTH ANALYTICS,,,19;337;354
DSBA coop (academic_plan_coop),DSBA,06026255,การได้มาและการจัดการข้อมูลทางด้านคลินิก,CLINICAL DATA ACQUISITION AND MANAGEMENT,,,19;337;354
DSBA coop (academic_plan_coop),DSBA,06026256,การจัดการการปฏิบัติการ,OPERATIONS MANAGEMENT,,,19;70;338;354
DSBA coop (academic_plan_coop),DSBA,06026257,การบริหารเชิงกลยุทธ์และสมรรถะของธุรกิจ,"BUSINESS STRATEGIC AND PERFORMANCE
MANAGEMENT",,,20;70;338;354
DSBA coop (academic_plan_coop),DSBA,06026258,การวิเคราะห์เครือข่ายสังคม,SOCIAL NETWORK ANALYSIS,,,20;70;339;354
DSBA coop (academic_plan_coop),DSBA,06026259,สหกิจศึกษาทางวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ,"COOPERATIVE EDUCATION IN DATA
SCIENCE AND BUSINESS ANALYTICS",,,20;34;70;339;354
DSBA coop (academic_plan_coop),DSBA,06026260,สหกิจศึกษาต่างประเทศทางวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ,"OVERSEA COOPERATIVE EDUCATION IN DATA
SCIENCE AND BUSINESS ANALYTICS",,,20;34;69;70;339;354
DSBA coop (academic_plan_coop),DSBA,"หมายเหตุ: คอลัมน์ ""ตัวเลือกปี/เทอม (flexible)"" กรอกเฉพาะแถวที่ ปี=0 และ เทอม=0 เท่านั้น (เซลล์จะเปลี่ยนเป็นสีเหลืองอัตโนมัติ) — ใส่เป็น ""ปี/เทอม"" คั่นด้วยจุลภาค เช่น ""3/2, 4/1, 4/2""",,,,,
DSBA no_coop (academic_plan_no_coop),DSBA,06016401,คณิตศาสตร์สำหรับเทคโนโลยีสารสนเทศ,MATHEMATICS FOR INFORMATION TECHNOLOGY,1,1,
DSBA no_coop (academic_plan_no_coop),DSBA,06026200,แคลคูลัส 1,CALCULUS 1,1,1,15;28;66;312;351
DSBA no_coop (academic_plan_no_coop),DSBA,06026202,พีชคณิตเชิงเส้น,LINEAR ALGEBRA,1,1,15;67;313;351
DSBA no_coop (academic_plan_no_coop),DSBA,06066101,พื้นฐานทางธุรกิจสำหรับเทคโนโลยีสารสนเทศ,"BUSINESS FUNDAMENTALS FOR INFORMATION
TECHNOLOGY",1,1,15;21;28;71;315;316;351
DSBA no_coop (academic_plan_no_coop),DSBA,06066303,การแก้ปัญหาและโปรแกรมคอมพิวเตอร์,"PROBLEM SOLVING AND COMPUTER
PROGRAMMING",1,1,16;21;71;317;351
DSBA no_coop (academic_plan_no_coop),DSBA,90641001,โรงเรียนสร้างเสน่าห์,CHARM SCHOOL,1,1,14;121;123;149;232;260;350
DSBA no_coop (academic_plan_no_coop),DSBA,90641003,กีฬาและนันทนาการ,SPORTS AND RECREATIONAL ACTIVITIES,1,1,14;121;123;149;232;260;350
DSBA no_coop (academic_plan_no_coop),DSBA,90644007,ภาษาอังกฤษพื้นฐาน 1,FOUNDATION ENGLISH 1,1,1,14;121;134;207;211;350
DSBA no_coop (academic_plan_no_coop),DSBA,06026201,แคลคูลัส 2,CALCULUS 2,1,2,15;29;312;351
DSBA no_coop (academic_plan_no_coop),DSBA,06026203,การโปรแกรมคอมพิวเตอร์,COMPUTER PROGRAMMING,1,2,15;66;314;351
DSBA no_coop (academic_plan_no_coop),DSBA,06026205,การตลาดเบื้อต้น,INTRODUCTION TO MARKETING,1,2,16;318;352
DSBA no_coop (academic_plan_no_coop),DSBA,06066001,ความน่าจะเป็นและสถิติ,PROBABILITY AND STATISTICS,1,2,15;71;313;351
DSBA no_coop (academic_plan_no_coop),DSBA,90641002,ความฉลาดทางดิจิทัล,DIGITAL INTELLIGENCE QUOTIENT,1,2,14;121;123;149;232;260;350
DSBA no_coop (academic_plan_no_coop),DSBA,90642033,กฎหมายสำหรับคนรุ่นใหม่,LAW FOR NEW GENERATION,1,2,14;22;29;124;159;256;262;351
DSBA no_coop (academic_plan_no_coop),DSBA,90644008,ภาษาอังกฤษพื้นฐาน 2,FOUNDATION ENGLISH 2,1,2,14;121;134;207;211;350
DSBA no_coop (academic_plan_no_coop),DSBA,06026206,การวิเคราะห์ข้อมูลและการโปรแกรม,DATA ANALYTICS AND PROGRAMMING,2,1,16;319;352
DSBA no_coop (academic_plan_no_coop),DSBA,06066000,คณิตศาสตร์ไม่ต่อเนื่อง,DISCRETE MATHEMATICS,2,1,15;71;313;351
DSBA no_coop (academic_plan_no_coop),DSBA,06066300,แนวคิดระบบฐานข้อมูล,DATABASE SYSTEM CONCEPTS,2,1,16;71;316;321;322;351
DSBA no_coop (academic_plan_no_coop),DSBA,06066302,การเขียนโปรแกรมเว็บพื้นฐาน,FUNDAMENTAL WEB PROGRAMMING,2,1,16;71;317;351
DSBA no_coop (academic_plan_no_coop),DSBA,06066304,การวิเคราะห์และอออกแบบระบบสารสนเทศ,INFORMATION SYSTEM ANALYSIS AND DESIGN,2,1,16;318;351
DSBA no_coop (academic_plan_no_coop),DSBA,90644xxx,วิชาเลือกภาษาและการสื่อสาร,ELECTIVE IN LANGUAGE AND COMMUNICATION,2,1,30
DSBA no_coop (academic_plan_no_coop),DSBA,06026204,เครือข่ายและความมั่นคงทางไซเบอร์เบื่องต้น,"INTRODUCTION TO NETWORKS AND
CYBERSECURITY",2,2,15;24;66;314
DSBA no_coop (academic_plan_no_coop),DSBA,06026207,ระบบฐานข้อมูลแบบโนเอสคิวแอล,NOSQL DATABASE SYSTEMS,2,2,16;66;319;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026208,พื้นฐานวิทยาการข้อมูล,FUNDAMENTALS OF DATA SCIENCE,2,2,16;66;320;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026209,การแสดงข้อมูลด้วยแผนภาพ,DATA VISUALIZATION,2,2,16;66;320;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026210,การหาค่าที่เหมาะที่สุด,OPTIMIZATION,2,2,16;320;352
DSBA no_coop (academic_plan_no_coop),DSBA,06066102,ระบบสารสนเทศเพื่อการจัดการ,MANAGEMENT INFORMATION SYSTEMS,2,2,16;71;316;351
DSBA no_coop (academic_plan_no_coop),DSBA,06066301,โครงสร้างข้อมูลและอัลกอริทึม,DATA STRUCTURES AND ALGORITHMS,2,2,16;31;71;317;351
DSBA no_coop (academic_plan_no_coop),DSBA,06026211,การเรียนรู้ของเครื่องเชิงประยุกต์,APPLIED MACHINE LEARNING,3,1,16;66;321;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026212,การสร้างคลังข้อมูล,DATA WAREHOUSING,3,1,16;25;321;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026xxx,"วิชาเลือกกลุ่มวิทยาการข้อมูล 1
วิชาเลือกกลุ่มการวิเคราะห์เชิงสถิติ 1
วิชาเลือกกลุ่มวิศวกรรมข้อมูล 1","ELECTIVE IN DATA SCIENCE
ELECTIVE IN STATISTICAL ANALYSIS 1
ELECTIVE IN DATA ENGINEERING 1",3,1,25;26;27;32
DSBA no_coop (academic_plan_no_coop),DSBA,06026xxx,"วิชาเลือกกลุ่มวิทยาการข้อมูล 2
วิชาเลือกกลุ่มการวิเคราะห์เชิงสถิติ 2
วิชาเลือกกลุ่มวิศวกรรมข้อมูล 2","ELECTIVE IN DATA SCIENCE 2
ELECTIVE IN STATISTICAL ANALYTICS 2
ELECTIVE IN DATA ENGINEERING 2",3,1,25;26;27;32
DSBA no_coop (academic_plan_no_coop),DSBA,9064xxxx,วิชาเลือกหมวดวิชาศึกษาทั่วไป,ELECTIVE IN GENERAL EDUCATION,3,1,351
DSBA no_coop (academic_plan_no_coop),DSBA,90644042,การสื่อสารและการนำเสนออย่างมืออาชีพ,"PROFESSIONAL COMMUNICATION AND
PRESENTATION",3,1,14;25;32;135;216;256;257;274;351
DSBA no_coop (academic_plan_no_coop),DSBA,06026213,ระบบข้อมูลมหัต,BIG DATA SYSTEMS,3,2,16;26;67;322
DSBA no_coop (academic_plan_no_coop),DSBA,06026214,โครงงานวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ 1,"PROJECT IN DATA SCIENCE AND BUSINESS
ANALYTICS 1",3,2,17;26;33;67;322;323;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026xxx,"วิชาเลือกกลุ่มวิทยาการข้อมูล 3
วิชาเลือกกลุ่มการวิเคราะห์เชิงสถิติ 3
วิชาเลือกกลุ่มวิศวกรรมข้อมูล 3","ELECTIVE IN DATA SCIENCE 3
ELECTIVE IN STATISTICAL ANALYTICS 3
ELECTIVE IN DATA ENGINEERING 3",3,2,25;26;27;32
DSBA no_coop (academic_plan_no_coop),DSBA,06026xxx,"วิชาเลือกกลุ่มวิทยาการข้อมูล 4
วิชาเลือกกลุ่มการวิเคราะห์เชิงสถิติ 4
วิชาเลือกกลุ่มวิศวกรรมข้อมูล 4","ELECTIVE IN DATA SCIENCE 4
ELECTIVE IN STATISTICAL ANALYTICS 4
ELECTIVE IN DATA ENGINEERING 4",3,2,25;26;27;32
DSBA no_coop (academic_plan_no_coop),DSBA,06066100,การบริหารโครงการเทคโนโลยีสารสนเทศ,"INFORMATION TECHNOLOGY PROJECT
MANAGEMENT",3,2,15;26;33;71;351
DSBA no_coop (academic_plan_no_coop),DSBA,90643021,ผู้ประกอบการสมัยใหม่,MODERN ENTREPRENEURS,3,2,14;26;33;132;199;253;255;256;351
DSBA no_coop (academic_plan_no_coop),DSBA,06026215,โครงงานวิทยาการข้อมูลและการวิเคราะห์เชิงธุรกิจ 2,"PROJECT IN DATA SCIENCE AND BUSINESS
ANALYTICS 2",4,1,17;27;34;67;323;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026xxx,วิชาเลือกในกลุ่มวิชาเลือกหรือกลุ่มวิชาเฉพาะด้าน 1,"ELECTIVE IN ELECTIVE OR SPECIFIC
PROFESSIONAL COURSES 1",4,1,25;26;27;32
DSBA no_coop (academic_plan_no_coop),DSBA,06026xxx,วิชาเลือกในกลุ่มวิชาเลือกหรือกลุ่มวิชาเฉพาะด้าน 2,"ELECTIVE IN ELECTIVE OR SPECIFIC PROFESSIONAL
COURSES 2",4,1,25;26;27;32
DSBA no_coop (academic_plan_no_coop),DSBA,9064xxxx,วิชาเลือกหมวดวิชาศึกษาทั่วไป,ELECTIVE IN GENERAL EDUCATION,4,2,351
DSBA no_coop (academic_plan_no_coop),DSBA,xxxxxxxx,วิชาเลือกเสรี 1,FREE ELECTIVE COURSE 1,4,2,
DSBA no_coop (academic_plan_no_coop),DSBA,xxxxxxxx,วิชาเลือกเสรี 2,FREE ELECTIVE COURSE 2,4,2,
DSBA no_coop (academic_plan_no_coop),DSBA,06026216,ปัญญาประดิษฐ์,ARTIFICIAL INTELLIGENCE,,,17;323;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026217,การเรียนรู้ของเครื่อง,MACHINE LEARNING,,,17;324;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026218,การเรียนรู้เชิงลึก,DEEP LEARNING,,,17;67;324;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026219,การประมวลผลภาษาธรรมชาติ,NATURAL LANGUAGE PROCESSING,,,17;67;324;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026220,การทำเหมืองข้อมูลกระบวนการ,PROCESS MINING,,,17;67;325;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026221,การค้นคืนสารสนเทศ,INFORMATION RETRIEVAL,,,17;67;325;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026222,คอมพิวเตอร์วิชัน,COMPUTER VISION,,,17;326;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026223,การประมวลผลภาพ,IMAGE PROCESSING,,,17;326;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026224,การแปลงข้อมูลและการรู้จำรูปภาพ,IMAGE TRANSFORMATION AND RECOGNITION,,,17;67;326;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026225,การเรียนรู้เชิงลึกสำหรับการวิเคราะห์ภาพและวิดีโอทางการแพทย์,"DEEP LEARNING IN MEDICAL IMAGE AND VIDEO
ANALYSIS",,,17;68;327;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026226,หัวข้อพิเศษทางวิทยาการข้อมูล 1,SPECIAL TOPICS IN DATA SCIENCE 1,,,17;327;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026227,หัวข้อพิเศษทางวิทยาการข้อมูล 2,SPECIAL TOPICS IN DATA SCIENCE 2,,,17;68;328;352
DSBA no_coop (academic_plan_no_coop),DSBA,06026228,ปฏิบัติการพิเศษทางวิทยาการข้อมูล 1,SPECIAL WORKSHOP IN DATA SCIENCE 1,,,18;68;328;353
DSBA no_coop (academic_plan_no_coop),DSBA,06026229,ปฏิบัติการพิเศษทางวิทยาการข้อมูล 2,SPECIAL WORKSHOP IN DATA SCIENCE 2,,,18;68;328;353
